created_at,content,lang,username,Cleaning,HapusEmoji,3/Lebih,CaseFolding,Normalization,Translated_Text,Sentiment_Label,Tokenizing,Stopword_Removal,Stemming
Mon May 13 14:55:47 +0000 2024,@democrazymedia JOKOWI GAK MAU TINGGAL IKN ⁉️ Kenapa Ya. ⁉️,in,AntiBangsatBgs,JOKOWI GAK MAU TINGGAL IKN ⁉️ Kenapa Ya  ⁉️,JOKOWI GAK MAU TINGGAL IKN  Kenapa Ya  ,JOKOWI GAK MAU TINGGAL IKN  Kenapa Ya  ,jokowi gak mau tinggal ikn  kenapa ya  ,jokowi gak mau tinggal ibu kota nusantara kenapa iya,Jokowi doesn't want to live the capital city of the archipelago why is it,Positive,"['jokowi', 'gak', 'mau', 'tinggal', 'ibu', 'kota', 'nusantara', 'kenapa', 'iya']",jokowi tinggal kota nusantara iya,jokowi tinggal kota nusantara iya
Mon May 13 14:53:53 +0000 2024,@geloraco Artinya IKN itu milik china,in,sen69ama,Artinya IKN itu milik china,Artinya IKN itu milik china,Artinya IKN itu milik china,artinya ikn itu milik china,artinya ibu kota nusantara itu milik china,This means that the capital city of the archipelago belongs to China,Negative,"['artinya', 'ibu', 'kota', 'nusantara', 'itu', 'milik', 'china']",kota nusantara milik china,kota nusantara milik china
Mon May 13 14:51:40 +0000 2024,Pembangunan infrastruktur IKN mendapat banyak dukungan https://t.co/GkfnmDehxN,in,ballmon98,Pembangunan infrastruktur IKN mendapat banyak dukungan,Pembangunan infrastruktur IKN mendapat banyak dukungan,Pembangunan infrastruktur IKN mendapat banyak dukungan,pembangunan infrastruktur ikn mendapat banyak dukungan,pembangunan infrastruktur ibu kota nusantara mendapat banyak dukungan,Infrastructure development of the capital city of the archipelago received a lot of support,Negative,"['pembangunan', 'infrastruktur', 'ibu', 'kota', 'nusantara', 'mendapat', 'banyak', 'dukungan']",pembangunan infrastruktur kota nusantara dukungan,bangun infrastruktur kota nusantara dukung
Mon May 13 14:50:24 +0000 2024,@geloraco Rejim fokus bangun IKN sedangka rakyat disughi dgn bansos utk kebutuhan 2 3 hari aja. Kpn rakyat sejahtra menurut UUD 45 dn Pancasila ya ?,in,virza1,Rejim fokus bangun IKN sedangka rakyat disughi dgn bansos utk kebutuhan     hari aja  Kpn rakyat sejahtra menurut UUD   dn Pancasila ya,Rejim fokus bangun IKN sedangka rakyat disughi dgn bansos utk kebutuhan     hari aja  Kpn rakyat sejahtra menurut UUD   dn Pancasila ya,Rejim fokus bangun IKN sedangka rakyat disughi dgn bansos utk kebutuhan hari aja  Kpn rakyat sejahtra menurut UUD dn Pancasila ya,rejim fokus bangun ikn sedangka rakyat disughi dgn bansos utk kebutuhan hari aja  kpn rakyat sejahtra menurut uud dn pancasila ya,rejim fokus bangun ibu kota nusantara sedangka rakyat disughi dengan bansos untuk kebutuhan hari saja kapan rakyat sejahtra menurut uud dn pancasila iya,The focus regime is to build the capital city of the archipelago while the people are treated to social assistance for the needs of the day when the people according to the Constitution and Pancasila yes,Positive,"['rejim', 'fokus', 'bangun', 'ibu', 'kota', 'nusantara', 'sedangka', 'rakyat', 'disughi', 'dengan', 'bansos', 'untuk', 'kebutuhan', 'hari', 'saja', 'kapan', 'rakyat', 'sejahtra', 'menurut', 'uud', 'dn', 'pancasila', 'iya']",rejim fokus bangun kota nusantara sedangka rakyat disughi bansos kebutuhan rakyat sejahtra uud pancasila iya,rejim fokus bangun kota nusantara dangka rakyat disughi bansos butuh rakyat sejahtra uud pancasila iya
Mon May 13 14:50:23 +0000 2024,@tanyakanrl Heh mana adaaa! Temen pmmku anak Kalimantan orangnya cantik putih cowonya ganteng-ganteng ya masa kuyang. Gada anjir ga percaya,in,Faiz_akbar14,Heh mana adaaa  Temen pmmku anak Kalimantan orangnya cantik putih cowonya ganteng ganteng ya masa kuyang  Gada anjir ga percaya,Heh mana adaaa  Temen pmmku anak Kalimantan orangnya cantik putih cowonya ganteng ganteng ya masa kuyang  Gada anjir ga percaya,Heh mana ada  Temen pmmku anak Kalimantan orangnya cantik putih cowonya ganteng ganteng ya masa kuyang  Gada anjir ga percaya,heh mana ada  temen pmmku anak kalimantan orangnya cantik putih cowonya ganteng ganteng ya masa kuyang  gada anjir ga percaya,heh mana ada teman pmmku anak kalimantan orangnya cantik putih cowonya ganteng ganteng iya masa kuyang tidak ada anjing ga percaya,heh mana ada teman pmmku anak kalimantan orangnya cantik putih cowonya ganteng ganteng iya masa kuyang tidak ada anjing ga percaya,Negative,"['heh', 'mana', 'ada', 'teman', 'pmmku', 'anak', 'kalimantan', 'orangnya', 'cantik', 'putih', 'cowonya', 'ganteng', 'ganteng', 'iya', 'masa', 'kuyang', 'tidak', 'ada', 'anjing', 'ga', 'percaya']",heh teman pmmku anak kalimantan orangnya cantik putih cowonya ganteng ganteng iya kuyang anjing percaya,heh teman pmmku anak kalimantan orang cantik putih cowonya ganteng ganteng iya kuyang anjing percaya
Mon May 13 14:49:10 +0000 2024,@detikcom Nape gx jdi raja di ikn aje mas ? istana ud jdi warga aseng siap bantu n dogy2 piaraan dah pade pinter2 tinggal panen...BANGKE. https://t.co/D4Cdvou4b4,in,Muslim_AntiPKI9,Nape gx jdi raja di ikn aje mas   istana ud jdi warga aseng siap bantu n dogy  piaraan dah pade pinter  tinggal panen   BANGKE,Nape gx jdi raja di ikn aje mas   istana ud jdi warga aseng siap bantu n dogy  piaraan dah pade pinter  tinggal panen   BANGKE,Nape gx jdi raja di ikn aje mas istana ud jdi warga aseng siap bantu n dogy  piaraan dah pade pinter  tinggal panen BANGKE,nape gx jdi raja di ikn aje mas istana ud jdi warga aseng siap bantu n dogy  piaraan dah pade pinter  tinggal panen bangke,nape gx jadi raja di ibu kota nusantara aje mas istana sudah jadi warga aseng siap bantu dan dogy piaraan sudah pade pinter tinggal panen bangkai,Nape GX became the king in the capital city of the archipelago Aje Mas Palace has become a resident of Aseng ready to help and the dogy of the pet has been smart to harvest the carcass,Positive,"['nape', 'gx', 'jadi', 'raja', 'di', 'ibu', 'kota', 'nusantara', 'aje', 'mas', 'istana', 'sudah', 'jadi', 'warga', 'aseng', 'siap', 'bantu', 'dan', 'dogy', 'piaraan', 'sudah', 'pade', 'pinter', 'tinggal', 'panen', 'bangkai']",nape gx raja kota nusantara aje istana warga aseng bantu dogy piaraan pade pinter tinggal panen bangkai,nape gx raja kota nusantara aje istana warga aseng bantu dogy piara pade pinter tinggal panen bangkai
Mon May 13 14:45:25 +0000 2024,@Aisyana_dia IKN Kira Kira sudah lakukan kah ?,in,Hasanud85545167,IKN Kira Kira sudah lakukan kah,IKN Kira Kira sudah lakukan kah,IKN Kira Kira sudah lakukan kah,ikn kira kira sudah lakukan kah,ibu kota nusantara kira kira sudah lakukan kah,the capital city of the archipelago thinking about it,Negative,"['ibu', 'kota', 'nusantara', 'kira', 'kira', 'sudah', 'lakukan', 'kah']",kota nusantara lakukan kah,kota nusantara laku kah
Mon May 13 14:16:30 +0000 2024,ayah ak mw ke ikn ak pengen ikut hwaaaaaaaa,in,rahmansurahmany,ayah ak mw ke ikn ak pengen ikut hwaaaaaaaa,ayah ak mw ke ikn ak pengen ikut hwaaaaaaaa,ayah ak mw ke ikn ak pengen ikut hwa,ayah ak mw ke ikn ak pengen ikut hwa,ayah saya now watching ke ibu kota nusantara saya ingin ikut hwa,My father now watching to the capital city of the archipelago I want to join HWA,Negative,"['ayah', 'saya', 'now', 'watching', 'ke', 'ibu', 'kota', 'nusantara', 'saya', 'ingin', 'ikut', 'hwa']",ayah now watching kota nusantara hwa,ayah now watching kota nusantara hwa
Mon May 13 14:15:05 +0000 2024,@detikcom Minta SM Jokowi sno. Ikn bs d bngun msa rkyt nya makan susah.negeri apa ini yg SDA nya melimpah https://t.co/6m9X1caYdL rkyt nya MW makan susah,in,hasbunallaah67,Minta SM Jokowi sno  Ikn bs d bngun msa rkyt nya makan susah negeri apa ini yg SDA nya melimpah   rkyt nya MW makan susah,Minta SM Jokowi sno  Ikn bs d bngun msa rkyt nya makan susah negeri apa ini yg SDA nya melimpah   rkyt nya MW makan susah,Minta SM Jokowi sno  Ikn bs d bngun msa rkyt nya makan susah negeri apa ini yg SDA nya melimpah rkyt nya MW makan susah,minta sm jokowi sno  ikn bs d bngun msa rkyt nya makan susah negeri apa ini yg sda nya melimpah rkyt nya mw makan susah,minta sm jokowi sno ibu kota nusantara bisa di bngun msa rkyt nya makan susah negeri apa ini yang sda nya melimpah rkyt nya now watching makan susah,"Ask for SM Jokowi SNO, the capital city of the archipelago, can be used, it is still a matter of the country's difficulty, what is the abundant that is abundant, right watching is difficult to eat",Positive,"['minta', 'sm', 'jokowi', 'sno', 'ibu', 'kota', 'nusantara', 'bisa', 'di', 'bngun', 'msa', 'rkyt', 'nya', 'makan', 'susah', 'negeri', 'apa', 'ini', 'yang', 'sda', 'nya', 'melimpah', 'rkyt', 'nya', 'now', 'watching', 'makan', 'susah']",sm jokowi sno kota nusantara bngun msa rkyt makan susah negeri sda melimpah rkyt now watching makan susah,sm jokowi sno kota nusantara bngun msa rkyt makan susah negeri sda limpah rkyt now watching makan susah
Mon May 13 14:14:24 +0000 2024,@mbakcrushmu_ Masama,in,ikn0wu_,Masama,Masama,Masama,masama,masama,Masama,Negative,['masama'],masama,masama
Mon May 13 14:13:31 +0000 2024,@sun_berry33 @collegemenfess Oke kak siap,in,BANGKEHLOHnyet,Oke kak siap,Oke kak siap,Oke kak siap,oke kak siap,oke kak siap,Okay sis,Positive,"['oke', 'kak', 'siap']",oke kak,oke kak
Mon May 13 14:09:35 +0000 2024,Revisi RUU penyuaran Laporan investigasi dilarang! Prabowo ogah pindah ke IKN! https://t.co/Yh5rTMdYQH,in,ikn0wu_,Revisi RUU penyuaran Laporan investigasi dilarang  Prabowo ogah pindah ke IKN,Revisi RUU penyuaran Laporan investigasi dilarang  Prabowo ogah pindah ke IKN,Revisi RUU penyuaran Laporan investigasi dilarang  Prabowo ogah pindah ke IKN,revisi ruu penyuaran laporan investigasi dilarang  prabowo ogah pindah ke ikn,revisi ruu penyuaran laporan investigasi dilarang prabowo tidak mau pindah ke ibu kota nusantara,Revision of the Investigation Report Broadcasting Prohibited from Prabowo did not want to move to the Capital City of the Archipelago,Negative,"['revisi', 'ruu', 'penyuaran', 'laporan', 'investigasi', 'dilarang', 'prabowo', 'tidak', 'mau', 'pindah', 'ke', 'ibu', 'kota', 'nusantara']",revisi ruu penyuaran laporan investigasi dilarang prabowo pindah kota nusantara,revisi ruu suar lapor investigasi larang prabowo pindah kota nusantara
Mon May 13 14:09:26 +0000 2024,@democrazymedia IKN Untuk Gibran Berserta Istri.. ,in,ikn0wu_,IKN Untuk Gibran Berserta Istri,IKN Untuk Gibran Berserta Istri,IKN Untuk Gibran Berserta Istri,ikn untuk gibran berserta istri,ibu kota nusantara untuk gibran berserta istri,The capital city of the archipelago to Gibran along with his wife,Negative,"['ibu', 'kota', 'nusantara', 'untuk', 'gibran', 'berserta', 'istri']",kota nusantara gibran berserta istri,kota nusantara gibran serta istri
Mon May 13 14:08:51 +0000 2024,@msaid_didu Ditunggu fotonya di IKN.,in,Inggridv112,Ditunggu fotonya di IKN,Ditunggu fotonya di IKN,Ditunggu fotonya di IKN,ditunggu fotonya di ikn,ditunggu fotonya di ibu kota nusantara,waiting for the photo in the capital city of the archipelago,Negative,"['ditunggu', 'fotonya', 'di', 'ibu', 'kota', 'nusantara']",ditunggu fotonya kota nusantara,tunggu foto kota nusantara
Mon May 13 14:08:46 +0000 2024,Jokowi Pensiun ke Solo Prabowo Ngantor di Jakarta Dokter Tifa: Lha Terus IKN Nggo Sopo? https://t.co/vUXJFMDEuJ,in,Inggridv112,Jokowi Pensiun ke Solo Prabowo Ngantor di Jakarta Dokter Tifa  Lha Terus IKN Nggo Sopo,Jokowi Pensiun ke Solo Prabowo Ngantor di Jakarta Dokter Tifa  Lha Terus IKN Nggo Sopo,Jokowi Pensiun ke Solo Prabowo Ngantor di Jakarta Dokter Tifa  Lha Terus IKN Nggo Sopo,jokowi pensiun ke solo prabowo ngantor di jakarta dokter tifa  lha terus ikn nggo sopo,jokowi pensiun ke solo prabowo ngantor di jakarta dokter tifa lha terus ibu kota nusantara nggo sopo,Jokowi retired to Solo Prabowo Ngantor in Jakarta Doctor Tifa Lha continued,Negative,"['jokowi', 'pensiun', 'ke', 'solo', 'prabowo', 'ngantor', 'di', 'jakarta', 'dokter', 'tifa', 'lha', 'terus', 'ibu', 'kota', 'nusantara', 'nggo', 'sopo']",jokowi pensiun solo prabowo ngantor jakarta dokter tifa lha kota nusantara nggo sopo,jokowi pensiun solo prabowo ngantor jakarta dokter tifa lha kota nusantara nggo sopo
Mon May 13 14:07:29 +0000 2024,@Metro_TV @jokowi Untung ga tiba² demo coba demo gowes ke IKN diaa....,in,rahmasarita,Untung ga tiba² demo coba demo gowes ke IKN diaa,Untung ga tiba demo coba demo gowes ke IKN diaa,Untung ga tiba demo coba demo gowes ke IKN diaa,untung ga tiba demo coba demo gowes ke ikn diaa,untung ga tiba demo coba demo mengayuh sepeda ke ibu kota nusantara diaa,"Luckily, the demo did not try the demo to pedal the bicycle to the capital city of the archipelago",Positive,"['untung', 'ga', 'tiba', 'demo', 'coba', 'demo', 'mengayuh', 'sepeda', 'ke', 'ibu', 'kota', 'nusantara', 'diaa']",untung demo coba demo mengayuh sepeda kota nusantara diaa,untung demo coba demo kayuh sepeda kota nusantara diaa
Mon May 13 14:07:13 +0000 2024,@notg0ds gambaran IKN 2045 nanti,in,Adribarza1,gambaran IKN   nanti,gambaran IKN   nanti,gambaran IKN nanti,gambaran ikn nanti,gambaran ibu kota nusantara nanti,picture of the capital city of the archipelago later,Negative,"['gambaran', 'ibu', 'kota', 'nusantara', 'nanti']",gambaran kota nusantara,gambar kota nusantara
Mon May 13 14:06:41 +0000 2024,@Dyananjani89 @DedynurPalakka Dan prabowo akan prioritaskan makan siang gratis timbang melanjutkan ikn.karena bukan program dia.,in,Inggridv112,Dan prabowo akan prioritaskan makan siang gratis timbang melanjutkan ikn karena bukan program dia,Dan prabowo akan prioritaskan makan siang gratis timbang melanjutkan ikn karena bukan program dia,Dan prabowo akan prioritaskan makan siang gratis timbang melanjutkan ikn karena bukan program dia,dan prabowo akan prioritaskan makan siang gratis timbang melanjutkan ikn karena bukan program dia,dan prabowo akan prioritaskan makan siang gratis timbang melanjutkan ibu kota nusantara karena bukan program dia,and Prabowo will prioritize lunch free to continue the capital city of the archipelago because it is not his program,Positive,"['dan', 'prabowo', 'akan', 'prioritaskan', 'makan', 'siang', 'gratis', 'timbang', 'melanjutkan', 'ibu', 'kota', 'nusantara', 'karena', 'bukan', 'program', 'dia']",prabowo prioritaskan makan siang gratis timbang melanjutkan kota nusantara program,prabowo prioritas makan siang gratis timbang lanjut kota nusantara program
Mon May 13 14:01:39 +0000 2024,@manggitgaris Ya klo ga sayang nanti IKN siapa yang nombokin min,in,BtkuisTham,Ya klo ga sayang nanti IKN siapa yang nombokin min,Ya klo ga sayang nanti IKN siapa yang nombokin min,Ya klo ga sayang nanti IKN siapa yang nombokin min,ya klo ga sayang nanti ikn siapa yang nombokin min,iya kalau ga sayang nanti ibu kota nusantara siapa yang nombokin min,yes if you don't love later the capital city of the archipelago who is nombokin min,Positive,"['iya', 'kalau', 'ga', 'sayang', 'nanti', 'ibu', 'kota', 'nusantara', 'siapa', 'yang', 'nombokin', 'min']",iya sayang kota nusantara nombokin,iya sayang kota nusantara nombokin
Mon May 13 13:59:46 +0000 2024,Prabowo Umbar Janji di Hadapan Media Asing Jamin Kesejahteraan Masyarakat Adat di IKN Kaltim #Prabowo #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur https://t.co/1fWyR7CdTD lewat @tribunkaltim,in,OposisiCerdas,Prabowo Umbar Janji di Hadapan Media Asing Jamin Kesejahteraan Masyarakat Adat di IKN Kaltim                 lewat,Prabowo Umbar Janji di Hadapan Media Asing Jamin Kesejahteraan Masyarakat Adat di IKN Kaltim                 lewat,Prabowo Umbar Janji di Hadapan Media Asing Jamin Kesejahteraan Masyarakat Adat di IKN Kaltim lewat,prabowo umbar janji di hadapan media asing jamin kesejahteraan masyarakat adat di ikn kaltim lewat,prabowo umbar janji di hadapan media asing jamin kesejahteraan masyarakat adat di ibu kota nusantara kaltim lewat,Prabowo Umbar promises before foreign media guarantee the welfare of indigenous peoples in the capital city of East Kalimantan,Negative,"['prabowo', 'umbar', 'janji', 'di', 'hadapan', 'media', 'asing', 'jamin', 'kesejahteraan', 'masyarakat', 'adat', 'di', 'ibu', 'kota', 'nusantara', 'kaltim', 'lewat']",prabowo umbar janji hadapan media asing jamin kesejahteraan masyarakat adat kota nusantara kaltim,prabowo umbar janji hadap media asing jamin sejahtera masyarakat adat kota nusantara kaltim
Mon May 13 13:59:15 +0000 2024,@primawansatrio Dananya buat IKN ketimbang bikin transportasi di kota2 kecil memadai,in,Sibajul2,Dananya buat IKN ketimbang bikin transportasi di kota  kecil memadai,Dananya buat IKN ketimbang bikin transportasi di kota  kecil memadai,Dananya buat IKN ketimbang bikin transportasi di kota  kecil memadai,dananya buat ikn ketimbang bikin transportasi di kota  kecil memadai,dananya buat ibu kota nusantara ketimbang bikin transportasi di kota kecil memadai,the funds for the capital city of the archipelago rather than making transportation in small cities are adequate,Positive,"['dananya', 'buat', 'ibu', 'kota', 'nusantara', 'ketimbang', 'bikin', 'transportasi', 'di', 'kota', 'kecil', 'memadai']",dananya kota nusantara ketimbang bikin transportasi kota memadai,dana kota nusantara ketimbang bikin transportasi kota pada
Mon May 13 13:59:14 +0000 2024,@DokterTifa Muda2han nanti nya ikn jadi sarang hantu... Bangunan mahal gak ada orang,in,KhuzaimiEm19733,Muda han nanti nya ikn jadi sarang hantu    Bangunan mahal gak ada orang,Muda han nanti nya ikn jadi sarang hantu    Bangunan mahal gak ada orang,Muda han nanti nya ikn jadi sarang hantu Bangunan mahal gak ada orang,muda han nanti nya ikn jadi sarang hantu bangunan mahal gak ada orang,muda han nanti nya ibu kota nusantara jadi sarang hantu bangunan mahal gak ada orang,"young han later the capital city of the archipelago will become a nest ghost of an expensive building, there is no one",Negative,"['muda', 'han', 'nanti', 'nya', 'ibu', 'kota', 'nusantara', 'jadi', 'sarang', 'hantu', 'bangunan', 'mahal', 'gak', 'ada', 'orang']",muda kota nusantara sarang hantu bangunan mahal orang,muda kota nusantara sarang hantu bangun mahal orang
Mon May 13 13:59:00 +0000 2024,IKN adalah ibu kota cabang singapura. Yang akan diisi oleh china-china.,in,BukanPegawaiJP,IKN adalah ibu kota cabang singapura  Yang akan diisi oleh china china,IKN adalah ibu kota cabang singapura  Yang akan diisi oleh china china,IKN adalah ibu kota cabang singapura  Yang akan diisi oleh china china,ikn adalah ibu kota cabang singapura  yang akan diisi oleh china china,ibu kota nusantara adalah ibu kota cabang singapura yang akan diisi oleh china china,ibu kota nusantara adalah ibu kota cabang singapura yang akan diisi oleh china china,Negative,"['ibu', 'kota', 'nusantara', 'adalah', 'ibu', 'kota', 'cabang', 'singapura', 'yang', 'akan', 'diisi', 'oleh', 'china', 'china']",kota nusantara kota cabang singapura diisi china china,kota nusantara kota cabang singapura isi china china
Mon May 13 13:58:45 +0000 2024,@puterabulan37 Tulah tuan bilal sejak keblkgan tokmat suka lg masak ikn singgang sbb kuahnya leh dihirup....,in,tribunkaltim,Tulah tuan bilal sejak keblkgan tokmat suka lg masak ikn singgang sbb kuahnya leh dihirup,Tulah tuan bilal sejak keblkgan tokmat suka lg masak ikn singgang sbb kuahnya leh dihirup,Tulah tuan bilal sejak keblkgan tokmat suka lg masak ikn singgang sbb kuahnya leh dihirup,tulah tuan bilal sejak keblkgan tokmat suka lg masak ikn singgang sbb kuahnya leh dihirup,tulah tuan bilal sejak keblkgan tokmat suka lagi masak ibu kota nusantara singgang sebagai berikut kuahnya boleh dihirup,Tulah Mr. Bilal Since Keplkgan Tokmat likes to cook the capital city of the archipelago as follows the sauce may be inhaled,Negative,"['tulah', 'tuan', 'bilal', 'sejak', 'keblkgan', 'tokmat', 'suka', 'lagi', 'masak', 'ibu', 'kota', 'nusantara', 'singgang', 'sebagai', 'berikut', 'kuahnya', 'boleh', 'dihirup']",tulah tuan bilal keblkgan tokmat suka masak kota nusantara singgang kuahnya dihirup,tulah tuan bilal keblkgan tokmat suka masak kota nusantara singgang kuah hirup
Mon May 13 13:57:54 +0000 2024,@detikcom Sdh terlanjur bilang mau pulang ke solo sepertinya tinggal di Jakarta lebih menggiurkan paska lengser nanti dapat tugaslah anak buah untuk meralatnya.apa ga ikut ke IKN?,in,taaqiyaaraa,Sdh terlanjur bilang mau pulang ke solo sepertinya tinggal di Jakarta lebih menggiurkan paska lengser nanti dapat tugaslah anak buah untuk meralatnya apa ga ikut ke IKN,Sdh terlanjur bilang mau pulang ke solo sepertinya tinggal di Jakarta lebih menggiurkan paska lengser nanti dapat tugaslah anak buah untuk meralatnya apa ga ikut ke IKN,Sdh terlanjur bilang mau pulang ke solo sepertinya tinggal di Jakarta lebih menggiurkan paska lengser nanti dapat tugaslah anak buah untuk meralatnya apa ga ikut ke IKN,sdh terlanjur bilang mau pulang ke solo sepertinya tinggal di jakarta lebih menggiurkan paska lengser nanti dapat tugaslah anak buah untuk meralatnya apa ga ikut ke ikn,sdh terlanjur bilang mau pulang ke solo sepertinya tinggal di jakarta lebih menggiurkan paska lengser nanti dapat tugaslah anak buah untuk meralatnya apa ga ikut ke ibu kota nusantara,"already said that you want to go back to Solo, it seems like living in Jakarta is more tempting after the stepping later you can get the task of the subordinates to improve it or not to go to the capital city of the archipelago",Positive,"['sdh', 'terlanjur', 'bilang', 'mau', 'pulang', 'ke', 'solo', 'sepertinya', 'tinggal', 'di', 'jakarta', 'lebih', 'menggiurkan', 'paska', 'lengser', 'nanti', 'dapat', 'tugaslah', 'anak', 'buah', 'untuk', 'meralatnya', 'apa', 'ga', 'ikut', 'ke', 'ibu', 'kota', 'nusantara']",terlanjur bilang pulang solo tinggal jakarta menggiurkan paska lengser tugaslah anak buah meralatnya kota nusantara,lanjur bilang pulang solo tinggal jakarta giur paska lengser tugas anak buah ralat kota nusantara
Mon May 13 13:56:41 +0000 2024,@rahmasarita Pak Prabowo tdk akan mau tinggal di tempat Jean buang anak! Mungkin IKN cocok utk anaknya jokowi sbg wapres.,in,RepelitaO,Pak Prabowo tdk akan mau tinggal di tempat Jean buang anak  Mungkin IKN cocok utk anaknya jokowi sbg wapres,Pak Prabowo tdk akan mau tinggal di tempat Jean buang anak  Mungkin IKN cocok utk anaknya jokowi sbg wapres,Pak Prabowo tdk akan mau tinggal di tempat Jean buang anak  Mungkin IKN cocok utk anaknya jokowi sbg wapres,pak prabowo tdk akan mau tinggal di tempat jean buang anak  mungkin ikn cocok utk anaknya jokowi sbg wapres,pak prabowo tidak akan mau tinggal di tempat jean buang anak mungkin ibu kota nusantara cocok untuk anaknya jokowi sebagai wapres,"Pak Prabowo will not want to live in Jean's place to throw children, maybe the capital city of the archipelago is suitable for his son Jokowi as the Vice President",Positive,"['pak', 'prabowo', 'tidak', 'akan', 'mau', 'tinggal', 'di', 'tempat', 'jean', 'buang', 'anak', 'mungkin', 'ibu', 'kota', 'nusantara', 'cocok', 'untuk', 'anaknya', 'jokowi', 'sebagai', 'wapres']",prabowo tinggal jean buang anak kota nusantara cocok anaknya jokowi wapres,prabowo tinggal jean buang anak kota nusantara cocok anak jokowi wapres
Mon May 13 13:56:05 +0000 2024,Terus gunanya apa anying itu IKN dibangun??? Buat orang penting doang lah lu pikir RAKYAT GAK PENTING? LU BIKIN NEGARA GAADA RAKYATNYA JUGA SIAPA YANG BAKAL MENGANGGAP LU PEMERINTAH,in,Beingcreative_,Terus gunanya apa anying itu IKN dibangun    Buat orang penting doang lah lu pikir RAKYAT GAK PENTING  LU BIKIN NEGARA GAADA RAKYATNYA JUGA SIAPA YANG BAKAL MENGANGGAP LU PEMERINTAH,Terus gunanya apa anying itu IKN dibangun    Buat orang penting doang lah lu pikir RAKYAT GAK PENTING  LU BIKIN NEGARA GAADA RAKYATNYA JUGA SIAPA YANG BAKAL MENGANGGAP LU PEMERINTAH,Terus gunanya apa anying itu IKN dibangun Buat orang penting doang lah lu pikir RAKYAT GAK PENTING  LU BIKIN NEGARA GAADA RAKYATNYA JUGA SIAPA YANG BAKAL MENGANGGAP LU PEMERINTAH,terus gunanya apa anying itu ikn dibangun buat orang penting doang lah lu pikir rakyat gak penting  lu bikin negara gaada rakyatnya juga siapa yang bakal menganggap lu pemerintah,terus gunanya apa anying itu ibu kota nusantara dibangun buat orang penting doang lah kamu pikir rakyat gak penting kamu bikin negara tidak ada uang rakyatnya juga siapa yang bakal menganggap kamu pemerintah,"the use is what Anying is the capital city of the archipelago built for important people, if you think that people are not important you make the country there is no people's money, who will consider you the government",Positive,"['terus', 'gunanya', 'apa', 'anying', 'itu', 'ibu', 'kota', 'nusantara', 'dibangun', 'buat', 'orang', 'penting', 'doang', 'lah', 'kamu', 'pikir', 'rakyat', 'gak', 'penting', 'kamu', 'bikin', 'negara', 'tidak', 'ada', 'uang', 'rakyatnya', 'juga', 'siapa', 'yang', 'bakal', 'menganggap', 'kamu', 'pemerintah']",gunanya anying kota nusantara dibangun orang doang pikir rakyat bikin negara uang rakyatnya menganggap pemerintah,guna anying kota nusantara bangun orang doang pikir rakyat bikin negara uang rakyat anggap perintah
Mon May 13 13:52:55 +0000 2024,kalo menurut gue sih ikn bakal mangkrak,in,al_khalid212,kalo menurut gue sih ikn bakal mangkrak,kalo menurut gue sih ikn bakal mangkrak,kalo menurut gue sih ikn bakal mangkrak,kalo menurut gue sih ikn bakal mangkrak,kalau menurut saya sih ibu kota nusantara bakal mangkrak,"in my opinion, the capital city of the archipelago will be stalled",Negative,"['kalau', 'menurut', 'saya', 'sih', 'ibu', 'kota', 'nusantara', 'bakal', 'mangkrak']",kota nusantara mangkrak,kota nusantara mangkrak
